Date,Snow Water Equivalent (in) Start of Day Values
1990-04-10,1.0
1990-04-26,0.7000000000000002
1990-10-20,0.8
1990-12-20,1.0
1991-03-06,0.6999999999999993
1991-03-22,0.6999999999999993
1991-03-27,1.1000000000000014
1991-04-30,0.8000000000000007
1991-10-24,0.8
1991-11-07,0.7999999999999998
1991-11-19,0.7000000000000002
1992-02-14,1.0999999999999996
1992-02-17,0.6999999999999993
1992-03-05,0.6999999999999993
1992-10-31,0.8
1993-03-28,0.7999999999999972
1993-04-03,0.6999999999999993
1993-04-05,0.6999999999999993
1993-04-06,0.8000000000000007
1993-04-13,0.8000000000000007
1993-04-17,0.8000000000000007
1993-05-08,0.6999999999999993
1993-12-13,0.7000000000000002
1994-11-18,0.7000000000000002
1994-12-27,1.0
1995-01-01,1.0
1995-04-16,0.7999999999999989
1995-04-18,1.6999999999999993
1995-04-21,0.8000000000000007
1995-05-03,0.6999999999999993
1995-05-09,2.8000000000000007
1995-05-28,0.8000000000000007
1995-10-05,0.7
1995-10-23,0.8
1995-11-27,1.2000000000000002
1995-11-28,1.0
1996-01-01,0.7000000000000002
1996-01-18,0.7999999999999989
1996-02-01,1.1999999999999993
1996-02-21,0.8000000000000007
1996-04-14,1.2000000000000028
1996-10-28,0.7000000000000001
1996-11-04,0.7000000000000002
1996-11-16,0.8999999999999995
1997-01-04,1.1999999999999993
1997-01-11,1.3000000000000007
1997-01-13,0.6999999999999993
1997-04-02,0.6999999999999993
1997-04-05,0.8000000000000007
1997-04-10,1.0999999999999979
1998-02-06,0.7000000000000011
1998-03-07,0.7000000000000028
1998-03-29,0.7000000000000028
1998-04-03,1.1000000000000014
1998-04-17,1.1999999999999993
1998-04-18,0.8000000000000007
1998-12-21,1.1999999999999997
1999-01-22,2.0
1999-02-23,0.7999999999999989
1999-04-24,0.6999999999999993
1999-04-27,1.0999999999999979
1999-12-14,0.7000000000000002
2000-03-08,0.8000000000000007
2000-05-09,0.7
2000-11-11,0.6999999999999997
2000-12-11,0.7000000000000002
2001-03-12,0.7000000000000011
2001-04-07,0.7000000000000011
2001-04-09,0.6999999999999993
2001-04-12,0.7000000000000011
2001-04-23,1.0
2001-05-04,1.0
2001-11-26,0.7
2002-03-09,0.8000000000000007
2003-03-18,1.0999999999999996
2003-04-24,1.5
2003-05-05,0.9000000000000004
2003-05-10,0.7999999999999989
2003-11-02,0.8
2003-12-09,0.7000000000000002
2003-12-26,0.9000000000000004
2004-04-07,1.6000000000000014
2004-04-10,0.7000000000000011
2004-12-30,0.8999999999999995
2005-01-12,1.0
2005-03-21,0.7999999999999989
2005-03-31,0.6999999999999993
2005-11-12,0.7
2005-11-27,0.7000000000000002
2005-12-03,0.9000000000000004
2005-12-20,0.9000000000000004
2006-03-09,0.7999999999999989
2006-03-11,0.7999999999999989
2006-10-21,0.8
2006-10-26,0.7
2007-01-13,1.2000000000000002
2007-10-18,0.7000000000000001
2007-12-02,0.7
2008-01-06,0.7000000000000002
2008-04-10,0.8000000000000007
2008-04-11,1.0
2008-05-02,0.6999999999999993
2009-03-24,0.7999999999999989
2009-12-14,0.8000000000000003
2010-04-02,1.299999999999999
2010-04-07,0.7000000000000011
2010-04-24,1.5
2010-11-17,0.7000000000000002
2010-11-22,0.8000000000000003
2010-12-21,0.7000000000000002
2011-02-06,0.7999999999999989
2011-02-08,0.6999999999999993
2011-03-18,1.3000000000000007
2011-04-27,0.8999999999999986
2011-04-30,0.7000000000000028
2011-05-12,1.3000000000000007
2011-05-21,0.9000000000000021
2011-11-06,0.7000000000000002
2012-02-20,0.7000000000000011
2012-02-28,0.6999999999999993
2012-02-29,0.6999999999999993
2012-04-16,0.9999999999999998
2013-04-16,0.6999999999999993
2013-10-05,0.8
2013-10-30,1.0
2014-01-31,1.0
2014-04-14,0.8999999999999986
2014-05-12,1.299999999999999
2014-10-13,1.1
2014-12-22,1.3999999999999995
2015-03-03,0.8000000000000007
2015-04-19,1.2999999999999998
2015-10-23,0.7
2015-11-05,0.7
2016-11-28,0.7
2016-12-17,1.2000000000000002
2017-01-22,0.6999999999999993
2017-04-28,0.7000000000000002
2018-02-13,0.7999999999999998
2018-03-24,0.7000000000000011
2018-04-21,1.299999999999999
2018-11-25,0.7999999999999998
2019-01-19,1.0999999999999996
2019-02-06,1.0999999999999996
2019-03-09,0.8000000000000007
2019-03-14,1.1999999999999993
2019-05-01,0.9000000000000004
2019-05-22,1.3000000000000003
2019-06-22,1.4
2020-02-07,1.0999999999999996
2020-03-20,0.9000000000000004
