Date,Snow Water Equivalent (in) Start of Day Values
1991-03-06,1.0375
1995-05-09,1.36875
1996-02-21,1.0500000000000003
1996-02-22,0.9687499999999998
1996-02-23,0.8999999999999999
1996-12-06,1.0999999999999999
1997-01-04,0.9875000000000003
1997-01-11,1.3562500000000002
1997-04-10,0.912499999999999
1998-01-18,0.9874999999999999
2003-03-05,0.9250000000000004
2003-04-24,1.8250000000000002
2005-01-12,1.0
2005-12-03,1.1437500000000003
2006-10-21,0.9875
2009-01-24,0.9624999999999998
2009-12-14,1.0562500000000001
2010-04-07,1.0749999999999997
2010-11-17,0.96875
2010-11-22,0.9125000000000001
2010-12-21,1.0375
2011-02-06,0.9312499999999997
2011-04-19,0.9124999999999995
2011-05-22,0.9374999999999999
2014-01-31,0.9562499999999999
2014-05-12,0.9187500000000003
2014-12-22,1.2499999999999998
2016-05-09,0.9999999999999997
2016-12-17,1.34375
2017-01-05,1.2062500000000003
2017-01-10,1.1124999999999998
2017-01-12,0.9250000000000004
2018-11-05,0.91875
2019-03-07,0.9500000000000002
2019-05-01,0.89375
2020-02-07,1.0124999999999997
2020-02-08,1.0875
